img_id,rx1,ry1,rx2,ry2,scale,x_6,y_6,vis_6,x_7,y_7,vis_7,x_8,y_8,vis_8,x_9,y_9,vis_9,x_0,y_0,vis_0,x_1,y_1,vis_1,x_2,y_2,vis_2,x_3,y_3,vis_3,x_4,y_4,vis_4,x_5,y_5,vis_5,x_10,y_10,vis_10,x_11,y_11,vis_11,x_12,y_12,vis_12,x_13,y_13,vis_13,x_14,y_14,vis_14,x_15,y_15,vis_15,cat_name,act_name,act_id
2805,582,202,662,298,2.9991358755481556,652.0,560.0,1.0,636.0,371.0,1.0,627.7451,299.6543,0.0,616.2549,200.3457,0.0,607.0,939.0,1.0,622.0,765.0,1.0,611.0,562.0,1.0,692.0,558.0,1.0,700.0,763.0,1.0,716.0,934.0,1.0,335.0,412.0,1.0,448.0,410.0,1.0,563.0,377.0,1.0,709.0,364.0,1.0,840.0,351.0,1.0,959.0,321.0,1.0,dancing,"ballet, modern, or jazz",197
6554,628,489,747,673,5.259067597968294,684.0,516.0,0.0,688.0,592.0,1.0,691.48,668.5607,0.0,683.52,493.4393,0.0,672.0,581.0,0.0,667.0,708.0,1.0,626.0,528.0,0.0,742.0,504.0,1.0,776.0,497.0,1.0,771.0,371.0,1.0,545.0,792.0,1.0,554.0,706.0,1.0,593.0,588.0,1.0,783.0,595.0,1.0,780.0,732.0,1.0,780.0,860.0,1.0,sports,"softball, general",348
6457,854,142,1008,375,6.703050052028555,980.0,879.0,1.0,952.0,479.0,1.0,941.5918,369.7143,0.0,920.4082,147.2857,0.0,,,,,,,888.0,882.0,1.0,1071.0,876.0,1.0,,,,,,,817.0,807.0,1.0,758.0,745.0,1.0,780.0,497.0,1.0,1124.0,460.0,1.0,1251.0,631.0,1.0,1211.0,873.0,1.0,running,running,653
1726,329,122,449,299,5.13224161551266,341.0,619.0,1.0,360.0,313.0,1.0,365.7133,292.8065,0.0,412.2867,128.1935,0.0,,,,,,,302.0,620.0,1.0,379.0,617.0,1.0,,,,,,,277.0,373.0,1.0,181.0,460.0,1.0,258.0,306.0,1.0,461.0,319.0,1.0,578.0,389.0,1.0,654.0,370.0,1.0,sports,boxing,113
4783,626,137,731,276,4.180824799007965,779.0,489.0,1.0,717.0,292.0,0.0,707.1098,270.0361,0.0,649.8902,142.9639,0.0,674.0,886.0,1.0,631.0,684.0,1.0,792.0,484.0,1.0,766.0,494.0,1.0,706.0,747.0,1.0,730.0,975.0,1.0,636.0,343.0,0.0,699.0,388.0,0.0,756.0,285.0,0.0,677.0,299.0,1.0,631.0,386.0,1.0,535.0,314.0,1.0,dancing,aerobic,357
737,513,72,624,200,4.066211996440914,474.0,431.0,0.0,500.0,196.0,0.0,517.5208,180.6533,0.0,619.4792,91.3467,0.0,,,,490.0,600.0,1.0,482.0,434.0,1.0,465.0,427.0,0.0,477.0,601.0,0.0,,,,541.0,444.0,1.0,481.0,340.0,1.0,513.0,217.0,1.0,486.0,175.0,0.0,510.0,302.0,0.0,587.0,338.0,1.0,sports,racquetball,67
2055,182,486,368,714,7.061875105097796,657.0,863.0,1.0,351.0,708.0,0.0,342.7344,696.2541,0.0,207.2656,503.7459,0.0,1128.0,1041.0,1.0,952.0,846.0,1.0,657.0,941.0,1.0,657.0,784.0,1.0,849.0,686.0,1.0,887.0,925.0,0.0,700.0,508.0,1.0,592.0,667.0,1.0,340.0,762.0,1.0,361.0,654.0,0.0,472.0,632.0,1.0,600.0,570.0,1.0,sports,rock climbing,135
9379,235,2,323,58,2.503373723597817,275.0,216.0,1.0,286.0,90.0,1.0,283.8349,71.4418,0.0,274.1651,-11.4418,0.0,254.0,440.0,1.0,254.0,341.0,1.0,256.0,217.0,1.0,293.0,214.0,1.0,313.0,330.0,1.0,331.0,414.0,1.0,188.0,160.0,1.0,225.0,171.0,1.0,236.0,99.0,1.0,336.0,80.0,1.0,363.0,151.0,1.0,346.0,151.0,1.0,walking,backpacking,642
2720,927,82,1055,243,4.936363033651395,974.0,648.0,0.0,976.0,299.0,0.0,982.0131,244.2804,0.0,999.9869,80.7196,0.0,,,,922.0,923.0,1.0,937.0,654.0,1.0,1011.0,642.0,0.0,1045.0,908.0,1.0,,,,900.0,678.0,1.0,894.0,485.0,1.0,922.0,311.0,1.0,1029.0,286.0,0.0,1017.0,448.0,0.0,1032.0,605.0,0.0,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",314
10664,516,77,562,144,1.950507626234771,573.0,200.0,0.0,556.0,143.0,1.0,554.0676,139.3057,0.0,523.9324,81.6943,0.0,535.0,324.0,1.0,546.0,258.0,1.0,554.0,198.0,1.0,592.0,201.0,0.0,571.0,182.0,1.0,565.0,252.0,1.0,513.0,222.0,1.0,529.0,174.0,1.0,529.0,135.0,1.0,582.0,150.0,1.0,596.0,208.0,1.0,583.0,262.0,1.0,sports,rollerblading,752
5908,376,6,405,51,1.2848408461751206,385.0,132.0,0.0,393.0,60.0,0.0,392.1942,49.8469,0.0,388.8058,7.1531,0.0,370.0,246.0,0.0,359.0,182.0,0.0,382.0,131.0,0.0,388.0,133.0,1.0,358.0,196.0,1.0,368.0,261.0,1.0,373.0,127.0,0.0,386.0,107.0,0.0,392.0,58.0,0.0,394.0,62.0,1.0,395.0,114.0,1.0,371.0,132.0,1.0,sports,horseback riding,109
4792,559,80,612,161,2.3231702477433718,583.0,313.0,1.0,587.0,177.0,1.0,586.5276,159.2059,0.0,584.4724,81.7941,0.0,569.0,537.0,0.0,574.0,423.0,0.0,608.0,314.0,1.0,558.0,312.0,1.0,556.0,466.0,1.0,598.0,586.0,1.0,625.0,81.0,1.0,659.0,147.0,1.0,633.0,176.0,1.0,540.0,177.0,1.0,479.0,112.0,1.0,547.0,60.0,1.0,dancing,aerobic,357
7072,226,120,273,184,1.9056967229861104,258.0,315.0,1.0,245.0,209.0,1.0,247.0003,183.6631,0.0,251.9997,120.3369,0.0,,,,290.0,405.0,1.0,238.0,317.0,1.0,277.0,312.0,1.0,242.0,383.0,1.0,216.0,460.0,1.0,197.0,343.0,1.0,204.0,282.0,1.0,214.0,216.0,1.0,275.0,202.0,1.0,298.0,261.0,1.0,335.0,316.0,1.0,walking,walking,410
6723,880,113,1010,269,4.873595797765753,980.0,656.0,1.0,914.0,293.0,0.0,921.3803,268.7166,0.0,968.6197,113.2834,0.0,,,,,,,1020.0,646.0,1.0,940.0,665.0,1.0,,,,,,,876.0,129.0,1.0,1006.0,241.0,0.0,977.0,295.0,0.0,851.0,290.0,1.0,690.0,133.0,1.0,650.0,34.0,0.0,sports,horseback riding,373
3667,729,258,795,335,2.4339597367253223,767.0,510.0,0.0,742.0,361.0,1.0,749.9857,335.2461,0.0,774.0143,257.7539,0.0,731.0,751.0,1.0,743.0,619.0,0.0,743.0,517.0,1.0,790.0,503.0,0.0,776.0,594.0,0.0,758.0,725.0,1.0,717.0,513.0,1.0,703.0,448.0,1.0,707.0,368.0,1.0,776.0,354.0,1.0,784.0,437.0,0.0,798.0,509.0,0.0,sports,paddleball,264
8185,1121,187,1218,301,3.592391960797151,985.0,492.0,0.0,1101.0,293.0,0.0,1120.8032,278.8342,0.0,1218.1968,209.1658,0.0,1092.0,857.0,1.0,1108.0,643.0,1.0,971.0,489.0,1.0,998.0,494.0,0.0,995.0,696.0,1.0,955.0,869.0,1.0,1072.0,537.0,1.0,1027.0,417.0,1.0,1077.0,306.0,1.0,1125.0,280.0,0.0,1106.0,388.0,1.0,1094.0,482.0,1.0,dancing,aerobic,479
5790,701,182,758,243,2.0036766206152126,804.0,377.0,1.0,766.0,248.0,1.0,753.4392,235.7833,0.0,705.5608,189.2167,0.0,740.0,553.0,1.0,765.0,474.0,0.0,812.0,375.0,1.0,796.0,378.0,1.0,765.0,464.0,1.0,818.0,542.0,1.0,912.0,250.0,1.0,859.0,241.0,1.0,806.0,227.0,1.0,726.0,269.0,1.0,702.0,337.0,1.0,670.0,382.0,1.0,sports,soccer,931
6560,1033,37,1118,155,3.4902469826646936,1066.0,382.0,1.0,1062.0,199.0,1.0,1067.9403,153.6775,0.0,1083.0597,38.3225,0.0,1025.0,646.0,1.0,1025.0,536.0,1.0,1030.0,377.0,1.0,1102.0,386.0,1.0,1102.0,529.0,1.0,1109.0,644.0,1.0,1034.0,208.0,1.0,964.0,291.0,1.0,997.0,197.0,1.0,1126.0,201.0,1.0,1219.0,272.0,1.0,1157.0,179.0,1.0,sports,"skydiving, base jumping, bungee jumping",350
2097,353,105,391,167,1.745247260418993,352.0,256.0,1.0,368.0,180.0,1.0,369.3665,164.968,0.0,374.6335,107.032,0.0,353.0,418.0,1.0,355.0,345.0,1.0,327.0,258.0,1.0,377.0,253.0,1.0,356.0,347.0,0.0,334.0,406.0,0.0,279.0,302.0,1.0,291.0,240.0,1.0,327.0,178.0,1.0,409.0,181.0,1.0,429.0,236.0,1.0,434.0,279.0,1.0,walking,walking,139
8658,541,151,582,191,1.3747203351954898,552.0,251.0,0.0,557.0,189.0,1.0,555.943,193.2279,0.0,567.057,148.7721,0.0,522.0,343.0,1.0,531.0,300.0,1.0,535.0,252.0,0.0,569.0,249.0,0.0,580.0,280.0,1.0,570.0,325.0,1.0,512.0,235.0,1.0,505.0,203.0,1.0,535.0,186.0,1.0,578.0,191.0,1.0,614.0,218.0,1.0,615.0,247.0,1.0,bicycling,bicycling,550
10208,805,374,967,608,6.830519745963699,879.0,654.0,1.0,885.0,519.0,1.0,881.9368,604.7695,0.0,890.0632,377.2305,0.0,792.0,997.0,1.0,792.0,863.0,1.0,826.0,655.0,1.0,932.0,652.0,1.0,919.0,780.0,0.0,925.0,935.0,1.0,730.0,724.0,1.0,745.0,618.0,1.0,801.0,519.0,1.0,969.0,519.0,1.0,1021.0,652.0,1.0,1006.0,742.0,1.0,bicycling,bicycling,780
1065,814,8,919,103,3.3983525420415104,813.0,379.0,0.0,822.0,126.0,0.0,836.0,103.0,0.0,896.0,7.0,0.0,908.0,709.0,0.0,906.0,569.0,0.0,861.0,384.0,0.0,595.0,587.0,0.0,767.0,499.0,0.0,767.0,372.0,0.0,978.0,442.0,0.0,900.0,302.0,0.0,904.0,138.0,0.0,740.0,114.0,0.0,681.0,204.0,0.0,804.0,194.0,0.0,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",110
3829,606,77,692,191,3.427213445351777,680.0,505.0,1.0,672.0,228.0,1.0,662.5758,189.4835,0.0,635.4242,78.5165,0.0,,,,,,,725.0,506.0,1.0,634.0,503.0,1.0,,,,,,,696.0,361.0,0.0,750.0,359.0,1.0,739.0,220.0,1.0,605.0,235.0,1.0,553.0,388.0,1.0,433.0,512.0,1.0,dancing,"ballet, modern, or jazz",282
9216,831,175,878,220,1.5616606545597542,891.0,310.0,1.0,865.0,224.0,1.0,864.0877,221.6975,0.0,844.9123,173.3025,0.0,880.0,522.0,1.0,882.0,408.0,1.0,914.0,314.0,1.0,867.0,306.0,1.0,825.0,414.0,1.0,793.0,506.0,1.0,997.0,315.0,1.0,953.0,252.0,1.0,909.0,229.0,1.0,821.0,219.0,1.0,800.0,275.0,1.0,822.0,333.0,1.0,sports,rollerblading,930
79,577,110,638,183,2.2831557108528537,645.0,321.0,0.0,634.0,196.0,0.0,625.0,180.0,0.0,589.0,112.0,0.0,631.0,409.0,0.0,549.0,344.0,0.0,638.0,315.0,0.0,652.0,326.0,0.0,622.0,445.0,0.0,631.0,549.0,0.0,753.0,301.0,0.0,727.0,237.0,0.0,671.0,187.0,0.0,597.0,204.0,0.0,568.0,257.0,0.0,555.0,223.0,0.0,sports,hacky sack,17
7392,725,48,785,129,2.4192428567632476,813.0,212.0,1.0,793.0,108.0,1.0,790.8732,106.9086,0.0,719.1268,70.0914,0.0,835.0,416.0,1.0,810.0,308.0,0.0,796.0,211.0,1.0,829.0,212.0,1.0,797.0,317.0,1.0,821.0,425.0,1.0,771.0,195.0,1.0,791.0,154.0,1.0,760.0,120.0,1.0,826.0,95.0,1.0,873.0,142.0,1.0,857.0,198.0,1.0,sports,soccer,931
2039,829,193,936,311,3.822937090771963,917.0,583.0,0.0,879.0,322.0,0.0,879.3182,315.6361,0.0,885.6818,188.3639,0.0,924.0,807.0,0.0,858.0,655.0,1.0,884.0,579.0,0.0,950.0,587.0,1.0,918.0,765.0,1.0,963.0,941.0,1.0,753.0,203.0,0.0,814.0,273.0,1.0,861.0,323.0,0.0,897.0,320.0,1.0,835.0,265.0,1.0,787.0,148.0,1.0,sports,rock climbing,135
8037,661,169,746,259,2.9710604167535872,640.0,417.0,1.0,641.0,250.0,1.0,660.5914,238.7154,0.0,746.4086,189.2846,0.0,815.0,613.0,1.0,764.0,502.0,1.0,665.0,410.0,1.0,614.0,423.0,1.0,635.0,560.0,1.0,616.0,688.0,1.0,770.0,262.0,1.0,705.0,319.0,1.0,671.0,256.0,1.0,610.0,244.0,1.0,560.0,283.0,1.0,612.0,230.0,1.0,sports,rock climbing,471
7637,191,98,226,154,1.5849088301855094,161.0,223.0,1.0,191.0,149.0,1.0,192.5051,147.0219,0.0,224.4949,104.9781,0.0,169.0,313.0,1.0,175.0,235.0,1.0,144.0,225.0,1.0,178.0,221.0,1.0,217.0,239.0,0.0,205.0,288.0,0.0,138.0,185.0,1.0,122.0,178.0,1.0,159.0,148.0,1.0,223.0,150.0,1.0,236.0,194.0,1.0,239.0,189.0,1.0,bicycling,bicycling,454
2308,1518,223,1673,448,6.55731652431084,1475.0,936.0,1.0,1506.0,450.0,1.0,1528.1952,421.605,0.0,1662.8048,249.395,0.0,,,,,,,1527.0,938.0,1.0,1423.0,933.0,1.0,,,,,,,1655.0,317.0,0.0,1721.0,368.0,1.0,1556.0,438.0,1.0,1455.0,462.0,1.0,1530.0,448.0,0.0,1530.0,281.0,0.0,sports,"archery, non-hunting",151
6052,925,143,984,197,1.9195499472532618,1013.0,274.0,1.0,970.0,210.0,0.0,966.0596,199.8311,0.0,942.9404,140.1689,0.0,1069.0,488.0,0.0,1056.0,403.0,1.0,1034.0,271.0,1.0,991.0,276.0,1.0,957.0,356.0,1.0,982.0,444.0,1.0,1012.0,298.0,0.0,1036.0,252.0,0.0,1009.0,201.0,0.0,930.0,219.0,1.0,904.0,278.0,1.0,880.0,322.0,1.0,bicycling,bicycling,238
5441,568,34,640,136,2.996445894722613,615.0,360.0,1.0,606.0,181.0,1.0,605.0402,134.9299,0.0,602.9598,35.0701,0.0,604.0,636.0,1.0,586.0,525.0,1.0,588.0,364.0,1.0,641.0,355.0,1.0,674.0,480.0,1.0,683.0,633.0,1.0,533.0,277.0,0.0,505.0,258.0,0.0,538.0,181.0,1.0,673.0,181.0,1.0,692.0,268.0,1.0,717.0,339.0,1.0,sports,"rope skipping, general",378
2458,654,212,706,295,2.350652675322324,650.0,433.0,0.0,660.0,302.0,1.0,665.0644,289.7189,0.0,694.9356,217.2811,0.0,592.0,591.0,1.0,618.0,541.0,1.0,631.0,436.0,0.0,669.0,429.0,1.0,698.0,509.0,1.0,695.0,626.0,1.0,623.0,397.0,1.0,576.0,357.0,1.0,607.0,306.0,1.0,713.0,298.0,1.0,713.0,354.0,0.0,732.0,403.0,1.0,running,running,160
7360,910,265,1002,390,3.7249515433089866,945.0,650.0,1.0,946.0,434.0,1.0,950.1962,389.3106,0.0,961.8038,265.6894,0.0,918.0,937.0,1.0,904.0,797.0,1.0,913.0,650.0,1.0,976.0,650.0,1.0,1000.0,800.0,1.0,993.0,929.0,1.0,860.0,641.0,1.0,848.0,535.0,1.0,868.0,436.0,1.0,1024.0,432.0,1.0,1041.0,554.0,1.0,1041.0,638.0,1.0,sports,"tai chi, qi gong, general",435
10658,1021,33,1132,182,4.459223250746704,981.0,339.0,1.0,1058.0,152.0,1.0,1047.97,176.1262,0.0,1105.03,38.8738,0.0,954.0,555.0,1.0,954.0,465.0,1.0,932.0,335.0,1.0,1030.0,343.0,1.0,1078.0,479.0,1.0,1005.0,557.0,1.0,810.0,316.0,1.0,848.0,210.0,1.0,986.0,145.0,1.0,1130.0,158.0,1.0,1190.0,213.0,1.0,1287.0,275.0,1.0,sports,rollerblading,752
8607,820,382,858,431,1.4881935358010392,855.0,532.0,1.0,839.0,442.0,1.0,839.0,431.3032,0.0,839.0,381.6968,0.0,971.0,640.0,1.0,924.0,587.0,1.0,874.0,528.0,1.0,835.0,535.0,1.0,800.0,575.0,1.0,835.0,640.0,1.0,882.0,502.0,1.0,894.0,483.0,1.0,874.0,445.0,1.0,803.0,439.0,1.0,786.0,488.0,1.0,806.0,488.0,1.0,sports,tennis,538
3679,653,117,739,232,3.446403342616763,693.0,632.0,0.0,693.0,326.0,1.0,694.8628,231.9288,0.0,697.1372,117.0712,0.0,,,,,,,640.0,626.0,1.0,745.0,638.0,0.0,,,,,,,542.0,483.0,1.0,624.0,449.0,0.0,602.0,317.0,1.0,783.0,335.0,1.0,799.0,487.0,1.0,757.0,644.0,1.0,sports,paddleball,264
8597,508,372,533,407,1.0322790320451152,507.0,469.0,1.0,516.0,415.0,1.0,517.5101,406.4429,0.0,523.4899,372.5571,0.0,538.0,564.0,1.0,533.0,520.0,1.0,519.0,469.0,1.0,494.0,469.0,1.0,484.0,512.0,1.0,472.0,556.0,1.0,506.0,450.0,0.0,491.0,437.0,0.0,490.0,415.0,1.0,541.0,415.0,1.0,544.0,451.0,1.0,527.0,458.0,0.0,sports,"tennis, doubles",536
7252,284,107,325,155,1.5150445538003163,307.0,262.0,1.0,305.0,169.0,1.0,304.8322,156.2486,0.0,304.1678,105.7514,0.0,312.0,378.0,1.0,273.0,350.0,1.0,297.0,263.0,1.0,316.0,261.0,1.0,313.0,328.0,1.0,327.0,378.0,1.0,284.0,235.0,0.0,301.0,215.0,0.0,285.0,167.0,1.0,324.0,170.0,1.0,354.0,228.0,1.0,316.0,244.0,1.0,walking,walking,425
6519,258,224,328,324,2.929573347776089,262.0,540.0,1.0,274.0,364.0,1.0,282.9145,321.7733,0.0,303.0855,226.2267,0.0,,,,280.0,689.0,1.0,315.0,535.0,1.0,208.0,545.0,1.0,211.0,694.0,1.0,,,,335.0,509.0,1.0,370.0,474.0,1.0,341.0,365.0,1.0,206.0,362.0,1.0,187.0,434.0,0.0,224.0,476.0,0.0,walking,backpacking,940
7367,856,381,960,526,4.282571190301452,1003.0,700.0,0.0,953.0,523.0,1.0,946.7931,513.4137,0.0,869.2069,393.5863,0.0,1012.0,973.0,1.0,958.0,823.0,1.0,953.0,701.0,0.0,1052.0,698.0,1.0,897.0,764.0,1.0,877.0,958.0,1.0,744.0,670.0,1.0,841.0,596.0,1.0,897.0,535.0,1.0,1009.0,510.0,1.0,1108.0,599.0,1.0,1073.0,670.0,1.0,sports,"tai chi, qi gong, general",435
628,1575,516,1629,563,1.7181385275931624,1649.0,602.0,1.0,1622.0,550.0,1.0,1627.3539,552.8108,0.0,1576.6461,526.1892,0.0,1655.0,724.0,1.0,1649.0,671.0,1.0,1667.0,609.0,1.0,1631.0,595.0,1.0,1607.0,623.0,1.0,1614.0,688.0,1.0,1641.0,595.0,0.0,1655.0,573.0,0.0,1646.0,545.0,1.0,1597.0,554.0,1.0,1582.0,588.0,1.0,1572.0,619.0,1.0,bicycling,bicycling,780
8038,854,99,972,229,4.213623618692111,847.0,516.0,1.0,891.0,258.0,1.0,896.9963,232.3793,0.0,929.0037,95.6207,0.0,,,,1021.0,575.0,1.0,881.0,525.0,1.0,813.0,507.0,1.0,773.0,588.0,1.0,,,,1064.0,14.0,1.0,1026.0,143.0,1.0,972.0,267.0,1.0,809.0,249.0,1.0,743.0,353.0,1.0,743.0,249.0,1.0,sports,rock climbing,471
3197,495,241,550,322,2.3497948846654677,695.0,362.0,1.0,578.0,313.0,1.0,556.5597,300.8312,0.0,488.4403,262.1688,0.0,780.0,545.0,1.0,743.0,447.0,0.0,704.0,352.0,1.0,685.0,371.0,1.0,733.0,471.0,1.0,772.0,590.0,1.0,695.0,363.0,0.0,659.0,317.0,1.0,602.0,290.0,1.0,554.0,336.0,1.0,539.0,408.0,1.0,509.0,482.0,1.0,dancing,aerobic,226
165,616,73,706,171,3.19335309666814,543.0,243.0,1.0,622.0,142.0,1.0,613.6416,146.2863,0.0,708.3584,97.7137,0.0,526.0,409.0,1.0,498.0,296.0,1.0,507.0,235.0,1.0,579.0,251.0,1.0,610.0,312.0,1.0,584.0,412.0,1.0,520.0,236.0,1.0,509.0,185.0,1.0,574.0,130.0,1.0,669.0,153.0,1.0,673.0,198.0,1.0,669.0,237.0,1.0,bicycling,bicycling,840
10197,543,72,659,197,4.092756528307053,588.0,408.0,1.0,592.0,216.0,1.0,593.5128,202.3005,0.0,608.4872,66.6995,0.0,,,,,,,632.0,406.0,1.0,543.0,410.0,1.0,,,,,,,747.0,458.0,1.0,743.0,377.0,1.0,702.0,214.0,1.0,481.0,218.0,1.0,462.0,371.0,0.0,475.0,477.0,0.0,bicycling,bicycling,724
2445,1120,225,1194,334,3.161903224325501,1187.0,630.0,1.0,1174.0,375.0,1.0,1166.2357,331.3828,0.0,1147.7643,227.6172,0.0,1256.0,860.0,1.0,1220.0,763.0,1.0,1240.0,631.0,1.0,1134.0,629.0,1.0,1153.0,742.0,1.0,1177.0,860.0,1.0,1244.0,487.0,0.0,1300.0,487.0,1.0,1256.0,374.0,1.0,1091.0,376.0,1.0,1076.0,484.0,1.0,1066.0,564.0,1.0,running,running,913
10201,1370,111,1501,279,5.112901328991202,1105.0,336.0,0.0,1347.0,246.0,0.0,1361.6672,237.5477,0.0,1509.3328,152.4523,0.0,1182.0,814.0,1.0,1293.0,566.0,1.0,1119.0,319.0,1.0,1091.0,352.0,0.0,1218.0,588.0,1.0,1038.0,737.0,1.0,1449.0,540.0,1.0,1346.0,398.0,1.0,1372.0,213.0,1.0,1322.0,278.0,0.0,1317.0,422.0,1.0,1367.0,549.0,1.0,bicycling,bicycling,780
2254,407,55,433,94,1.1249319979447647,424.0,196.0,1.0,423.0,113.0,1.0,421.4565,93.1922,0.0,418.5435,55.8078,0.0,415.0,332.0,1.0,412.0,255.0,1.0,408.0,197.0,1.0,440.0,195.0,1.0,442.0,254.0,1.0,441.0,329.0,1.0,388.0,127.0,1.0,386.0,144.0,1.0,397.0,112.0,1.0,448.0,114.0,1.0,457.0,150.0,1.0,463.0,136.0,1.0,running,running,983
11090,493,187,629,370,5.472052631325835,694.0,529.0,0.0,603.0,355.0,1.0,604.8912,358.4447,0.0,517.1088,198.5553,0.0,640.0,963.0,1.0,614.0,748.0,1.0,632.0,540.0,1.0,755.0,517.0,0.0,683.0,683.0,1.0,704.0,899.0,1.0,309.0,496.0,1.0,427.0,437.0,1.0,514.0,337.0,1.0,691.0,373.0,1.0,773.0,529.0,1.0,755.0,676.0,1.0,sports,basketball,917
2442,316,83,372,158,2.2464051281992745,330.0,341.0,1.0,336.0,172.0,1.0,338.253,157.4964,0.0,349.747,83.5036,0.0,324.0,536.0,1.0,354.0,439.0,1.0,307.0,338.0,1.0,353.0,344.0,1.0,358.0,439.0,0.0,264.0,397.0,1.0,318.0,251.0,1.0,259.0,258.0,1.0,293.0,178.0,1.0,378.0,165.0,1.0,362.0,221.0,0.0,391.0,265.0,1.0,running,running,307
6110,531,1,742,327,9.319821457517305,822.0,601.0,1.0,677.0,316.0,1.0,676.4921,314.0938,0.0,596.5079,13.9062,0.0,,,,553.0,885.0,1.0,662.0,609.0,1.0,981.0,593.0,1.0,1115.0,897.0,1.0,,,,110.0,727.0,1.0,342.0,535.0,1.0,457.0,342.0,1.0,897.0,289.0,1.0,928.0,590.0,1.0,891.0,873.0,1.0,sports,basketball,239
4846,16,86,109,217,3.8557178319996392,218.0,459.0,1.0,77.0,244.0,1.0,72.452,214.9867,0.0,52.548,88.0133,0.0,,,,266.0,663.0,1.0,174.0,487.0,1.0,261.0,431.0,1.0,440.0,492.0,1.0,447.0,652.0,1.0,240.0,314.0,1.0,158.0,367.0,1.0,20.0,299.0,1.0,134.0,189.0,1.0,165.0,269.0,1.0,86.0,331.0,1.0,sports,paddleball,360
6540,936,237,1014,354,3.3747959938342937,984.0,593.0,1.0,983.0,358.0,1.0,982.1413,351.2914,0.0,967.8587,239.7086,0.0,862.0,958.0,1.0,903.0,780.0,1.0,943.0,595.0,1.0,1025.0,590.0,1.0,1066.0,776.0,1.0,1088.0,922.0,1.0,794.0,222.0,1.0,842.0,299.0,1.0,922.0,345.0,1.0,1044.0,371.0,1.0,1069.0,511.0,1.0,1107.0,631.0,1.0,sports,"softball, general",348
9220,398,76,438,138,1.7708032075868845,418.0,252.0,1.0,421.0,147.0,1.0,420.2073,136.4307,0.0,415.7927,77.5693,0.0,390.0,409.0,1.0,388.0,335.0,1.0,394.0,252.0,1.0,441.0,251.0,1.0,450.0,338.0,1.0,450.0,416.0,1.0,380.0,224.0,1.0,367.0,199.0,1.0,379.0,146.0,1.0,463.0,147.0,1.0,466.0,203.0,1.0,453.0,248.0,1.0,sports,rollerblading,930
8021,379,244,465,316,2.6918543794195107,427.0,529.0,1.0,401.0,334.0,1.0,405.7391,321.8137,0.0,438.2609,238.1863,0.0,514.0,536.0,1.0,555.0,426.0,1.0,464.0,517.0,1.0,389.0,540.0,1.0,439.0,467.0,0.0,403.0,592.0,0.0,582.0,367.0,1.0,528.0,390.0,1.0,468.0,334.0,1.0,333.0,334.0,1.0,312.0,409.0,1.0,345.0,332.0,0.0,sports,rock climbing,471
2286,223,198,455,539,9.898508978629055,356.0,1065.0,0.0,298.0,513.0,0.0,293.968,527.2102,0.0,384.032,209.7898,0.0,,,,,,,305.0,1065.0,1.0,407.0,1065.0,0.0,,,,,,,420.0,426.0,1.0,231.0,348.0,1.0,212.0,541.0,0.0,383.0,485.0,0.0,631.0,485.0,1.0,860.0,441.0,1.0,sports,"archery, non-hunting",151
4586,284,198,304,226,0.8258232256360921,311.0,259.0,1.0,293.0,221.0,1.0,292.4801,225.6795,0.0,295.5199,198.3205,0.0,325.0,302.0,1.0,313.0,279.0,1.0,323.0,258.0,1.0,298.0,259.0,1.0,287.0,302.0,1.0,297.0,323.0,1.0,347.0,231.0,1.0,332.0,223.0,1.0,311.0,219.0,1.0,275.0,223.0,1.0,270.0,257.0,1.0,282.0,252.0,0.0,running,running,335
10569,576,242,620,306,1.8639828325389696,591.0,376.0,0.0,603.0,304.0,1.0,603.1073,304.6437,0.0,592.8927,243.3563,0.0,569.0,492.0,0.0,567.0,444.0,1.0,575.0,376.0,0.0,606.0,376.0,0.0,612.0,410.0,1.0,619.0,490.0,1.0,529.0,352.0,0.0,530.0,341.0,1.0,566.0,304.0,1.0,639.0,304.0,1.0,673.0,338.0,1.0,655.0,352.0,0.0,bicycling,bicycling,745
627,559,488,606,527,1.4657694225218372,518.0,566.0,1.0,566.0,521.0,1.0,563.5926,522.9697,0.0,601.4074,492.0303,0.0,556.0,696.0,1.0,561.0,628.0,1.0,532.0,566.0,1.0,504.0,565.0,1.0,568.0,597.0,0.0,566.0,633.0,0.0,625.0,589.0,1.0,604.0,581.0,1.0,590.0,526.0,1.0,541.0,515.0,1.0,529.0,538.0,0.0,541.0,565.0,0.0,bicycling,bicycling,780
10755,908,176,1021,326,4.507210223630578,946.0,575.0,1.0,947.0,355.0,1.0,952.0348,325.0787,0.0,976.9652,176.9213,0.0,900.0,926.0,1.0,900.0,772.0,1.0,908.0,576.0,1.0,983.0,573.0,1.0,988.0,758.0,1.0,986.0,949.0,1.0,779.0,545.0,1.0,834.0,479.0,1.0,856.0,355.0,1.0,1038.0,355.0,1.0,1060.0,476.0,1.0,1135.0,529.0,1.0,sports,"rope skipping, general",378
